symbol,pig_gene_id,human_gene_id,is_one_to_one,homology_type
CRYAA,ENSSSCG00000038816,ENSG00000160202,True,ortholog_one2one
CRYBB1,ENSSSCG00000009964,ENSG00000100122,True,ortholog_one2one
CRYBB2,ENSSSCG00000009955,ENSG00000244752,True,ortholog_one2one
CRYBB3,ENSSSCG00000009954,ENSG00000100053,True,ortholog_one2one
CRYBG1,ENSSSCG00000004371,ENSG00000112297,True,ortholog_one2one
CRYBG2,ENSSSCG00000033539,ENSG00000176092,True,ortholog_one2one
CRYBG3,ENSSSCG00000022895,ENSG00000080200,True,ortholog_one2one
CRYGN,ENSSSCG00000038413,ENSG00000127377,True,ortholog_one2one
CRYGS,ENSSSCG00000040431,ENSG00000213139,True,ortholog_one2one
CRYL1,ENSSSCG00000009268,ENSG00000165475,True,ortholog_one2one
CRYM,ENSSSCG00000007849,ENSG00000103316,True,ortholog_one2one
CSDC2,ENSSSCG00000000062,ENSG00000172346,True,ortholog_one2one
CSDE1,ENSSSCG00000006752,ENSG00000009307,True,ortholog_one2one
CSF1,ENSSSCG00000037449,ENSG00000184371,True,ortholog_one2one
CSF2RB,ENSSSCG00000000136,ENSG00000100368,True,ortholog_one2one
CSF3,ENSSSCG00000017488,ENSG00000108342,True,ortholog_one2one
CSN1S1,ENSSSCG00000009262,ENSG00000126545,True,ortholog_one2one
CSN2,ENSSSCG00000009261,ENSG00000135222,True,ortholog_one2one
CSN3,ENSSSCG00000009267,ENSG00000171209,True,ortholog_one2one
CSNK1A1,ENSSSCG00000014435,ENSG00000113712,True,ortholog_one2one
CSNK1D,ENSSSCG00000035852,ENSG00000141551,True,ortholog_one2one
CSNK1E,ENSSSCG00000000107,ENSG00000213923,True,ortholog_one2one
CSNK1G3,ENSSSCG00000014240,ENSG00000151292,True,ortholog_one2one
CSRNP1,ENSSSCG00000011264,ENSG00000144655,True,ortholog_one2one
CSRNP3,ENSSSCG00000015906,ENSG00000178662,True,ortholog_one2one
CSRP1,ENSSSCG00000020976,ENSG00000159176,True,ortholog_one2one
CSRP2,ENSSSCG00000000951,ENSG00000175183,True,ortholog_one2one
CSRP3,ENSSSCG00000013354,ENSG00000129170,True,ortholog_one2one
CST11,ENSSSCG00000007122,ENSG00000125831,True,ortholog_one2one
CST3,ENSSSCG00000037360,ENSG00000101439,True,ortholog_one2one
CST6,ENSSSCG00000012960,ENSG00000175315,True,ortholog_one2one
CST7,ENSSSCG00000007131,ENSG00000077984,True,ortholog_one2one
CST8,ENSSSCG00000007124,ENSG00000125815,True,ortholog_one2one
CTBP2,ENSSSCG00000010739,ENSG00000175029,True,ortholog_one2one
CTBS,ENSSSCG00000003758,ENSG00000117151,True,ortholog_one2one
CTC1,ENSSSCG00000026818,ENSG00000178971,True,ortholog_one2one
CTCF,ENSSSCG00000024253,ENSG00000102974,True,ortholog_one2one
CTCFL,ENSSSCG00000007505,ENSG00000124092,True,ortholog_one2one
CTDNEP1,ENSSSCG00000017935,ENSG00000175826,True,ortholog_one2one
CTDP1,ENSSSCG00000005787,ENSG00000060069,True,ortholog_one2one
CTNNB1,ENSSSCG00000011274,ENSG00000168036,True,ortholog_one2one
CTNNBIP1,ENSSSCG00000036868,ENSG00000178585,True,ortholog_one2one
CTNND1,ENSSSCG00000013174,ENSG00000198561,True,ortholog_one2one
CTNND2,ENSSSCG00000016780,ENSG00000169862,True,ortholog_one2one
CTNS,ENSSSCG00000017865,ENSG00000040531,True,ortholog_one2one
CTSF,ENSSSCG00000038918,ENSG00000174080,True,ortholog_one2one
CTSH,ENSSSCG00000001770,ENSG00000103811,True,ortholog_one2one
CTSL,ENSSSCG00000010948,ENSG00000135047,True,ortholog_one2one
CTSS,ENSSSCG00000006648,ENSG00000163131,True,ortholog_one2one
CTSV,ENSSSCG00000011171,ENSG00000136943,True,ortholog_one2one
CTSW,ENSSSCG00000012970,ENSG00000172543,True,ortholog_one2one
CTTN,ENSSSCG00000031769,ENSG00000085733,True,ortholog_one2one
CTTNBP2,ENSSSCG00000016625,ENSG00000077063,True,ortholog_one2one
CUL1,ENSSSCG00000015455,ENSG00000055130,True,ortholog_one2one
CUL3,ENSSSCG00000016234,ENSG00000036257,True,ortholog_one2one
CUL4A,ENSSSCG00000009556,ENSG00000139842,True,ortholog_one2one
CUL4B,ENSSSCG00000029478,ENSG00000158290,True,ortholog_one2one
CUL5,ENSSSCG00000029198,ENSG00000166266,True,ortholog_one2one
CUL7,ENSSSCG00000001657,ENSG00000044090,True,ortholog_one2one
CUL9,ENSSSCG00000030196,ENSG00000112659,True,ortholog_one2one
CWC27,ENSSSCG00000016942,ENSG00000153015,True,ortholog_one2one
CX3CR1,ENSSSCG00000024024,ENSG00000168329,True,ortholog_one2one
CXADR,ENSSSCG00000032702,ENSG00000154639,True,ortholog_one2one
CXCL10,ENSSSCG00000032474,ENSG00000169245,True,ortholog_one2one
CXCL11,ENSSSCG00000008978,ENSG00000169248,True,ortholog_one2one
CXCL12,ENSSSCG00000034973,ENSG00000107562,True,ortholog_one2one
CXCL14,ENSSSCG00000014310,ENSG00000145824,True,ortholog_one2one
CXCL16,ENSSSCG00000017920,ENSG00000161921,True,ortholog_one2one
CXCR5,ENSSSCG00000015098,ENSG00000160683,True,ortholog_one2one
CXCR6,ENSSSCG00000011318,ENSG00000172215,True,ortholog_one2one
CXORF38,ENSSSCG00000012249,ENSG00000185753,True,ortholog_one2one
CXXC1,ENSSSCG00000004517,ENSG00000154832,True,ortholog_one2one
CYB5R1,ENSSSCG00000010929,ENSG00000159348,True,ortholog_one2one
CYB5R3,ENSSSCG00000000038,ENSG00000100243,True,ortholog_one2one
CYB5R4,ENSSSCG00000022994,ENSG00000065615,True,ortholog_one2one
CYB5RL,ENSSSCG00000020677,ENSG00000215883,True,ortholog_one2one
CYBA,ENSSSCG00000031493,ENSG00000051523,True,ortholog_one2one
CYBB,ENSSSCG00000036246,ENSG00000165168,True,ortholog_one2one
CYLC2,ENSSSCG00000005401,ENSG00000155833,True,ortholog_one2one
CYLD,ENSSSCG00000040286,ENSG00000083799,True,ortholog_one2one
CYP1A1,ENSSSCG00000001906,ENSG00000140465,True,ortholog_one2one
CYP1A2,ENSSSCG00000001901,ENSG00000140505,True,ortholog_one2one
CYP1B1,ENSSSCG00000033844,ENSG00000138061,True,ortholog_one2one
CYP24A1,ENSSSCG00000007486,ENSG00000019186,True,ortholog_one2one
CYP26B1,ENSSSCG00000008311,ENSG00000003137,True,ortholog_one2one
CYP26C1,ENSSSCG00000010474,ENSG00000187553,True,ortholog_one2one
CYP27A1,ENSSSCG00000016199,ENSG00000135929,True,ortholog_one2one
CYP27B1,ENSSSCG00000028637,ENSG00000111012,True,ortholog_one2one
CYP2E1,ENSSSCG00000010780,ENSG00000130649,True,ortholog_one2one
CYP51A1,ENSSSCG00000015311,ENSG00000001630,True,ortholog_one2one
CYSTM1,ENSSSCG00000014361,ENSG00000120306,True,ortholog_one2one
CYTH1,ENSSSCG00000017167,ENSG00000108669,True,ortholog_one2one
CYTH3,ENSSSCG00000034768,ENSG00000008256,True,ortholog_one2one
CYTH4,ENSSSCG00000000130,ENSG00000100055,True,ortholog_one2one
CYTL1,ENSSSCG00000008725,ENSG00000170891,True,ortholog_one2one
CYYR1,ENSSSCG00000037935,ENSG00000166265,True,ortholog_one2one
CZIB,ENSSSCG00000003850,ENSG00000162384,True,ortholog_one2one
D2HGDH,ENSSSCG00000034101,ENSG00000180902,True,ortholog_one2one
DAAM1,ENSSSCG00000005078,ENSG00000100592,True,ortholog_one2one
DAAM2,ENSSSCG00000001595,ENSG00000146122,True,ortholog_one2one
DAB1,ENSSSCG00000003833,ENSG00000173406,True,ortholog_one2one
DACH2,ENSSSCG00000036515,ENSG00000126733,True,ortholog_one2one
DAP,ENSSSCG00000032942,ENSG00000112977,True,ortholog_one2one
DAPK2,ENSSSCG00000021588,ENSG00000035664,True,ortholog_one2one
DAPL1,ENSSSCG00000015879,ENSG00000163331,True,ortholog_one2one
DAPP1,ENSSSCG00000039327,ENSG00000070190,True,ortholog_one2one
DARS1,ENSSSCG00000015689,ENSG00000115866,True,ortholog_one2one
DARS2,ENSSSCG00000015492,ENSG00000117593,True,ortholog_one2one
DAW1,ENSSSCG00000016255,ENSG00000123977,True,ortholog_one2one
DAZAP2,ENSSSCG00000022674,ENSG00000183283,True,ortholog_one2one
DBF4B,ENSSSCG00000037238,ENSG00000161692,True,ortholog_one2one
DBH,ENSSSCG00000005742,ENSG00000123454,True,ortholog_one2one
DBT,ENSSSCG00000006866,ENSG00000137992,True,ortholog_one2one
DBX1,ENSSSCG00000013350,ENSG00000109851,True,ortholog_one2one
DBX2,ENSSSCG00000035938,ENSG00000185610,True,ortholog_one2one
DCAF1,ENSSSCG00000011417,ENSG00000145041,True,ortholog_one2one
DCAF10,ENSSSCG00000005356,ENSG00000122741,True,ortholog_one2one
DCAF11,ENSSSCG00000002008,ENSG00000100897,True,ortholog_one2one
DCAF12,ENSSSCG00000024384,ENSG00000198876,True,ortholog_one2one
DCAF12L2,ENSSSCG00000012645,ENSG00000198354,True,ortholog_one2one
DCAF13,ENSSSCG00000006048,ENSG00000164934,True,ortholog_one2one
DCAF15,ENSSSCG00000013763,ENSG00000132017,True,ortholog_one2one
DCAF16,ENSSSCG00000040393,ENSG00000163257,True,ortholog_one2one
DCAF17,ENSSSCG00000015947,ENSG00000115827,True,ortholog_one2one
DCC,ENSSSCG00000040836,ENSG00000187323,True,ortholog_one2one
DCLK3,ENSSSCG00000011241,ENSG00000163673,True,ortholog_one2one
DCLRE1A,ENSSSCG00000010644,ENSG00000198924,True,ortholog_one2one
DCLRE1B,ENSSSCG00000006761,ENSG00000118655,True,ortholog_one2one
DCLRE1C,ENSSSCG00000011049,ENSG00000152457,True,ortholog_one2one
DCN,ENSSSCG00000000915,ENSG00000011465,True,ortholog_one2one
DCP1A,ENSSSCG00000022616,ENSG00000272886,True,ortholog_one2one
DCP1B,ENSSSCG00000023976,ENSG00000151065,True,ortholog_one2one
DCP2,ENSSSCG00000014204,ENSG00000172795,True,ortholog_one2one
DCPS,ENSSSCG00000015231,ENSG00000110063,True,ortholog_one2one
DCST1,ENSSSCG00000035071,ENSG00000163357,True,ortholog_one2one
DCSTAMP,ENSSSCG00000006043,ENSG00000164935,True,ortholog_one2one
DCT,ENSSSCG00000009490,ENSG00000080166,True,ortholog_one2one
DCTPP1,ENSSSCG00000007795,ENSG00000179958,True,ortholog_one2one
DCUN1D3,ENSSSCG00000007854,ENSG00000188215,True,ortholog_one2one
DCUN1D5,ENSSSCG00000014989,ENSG00000137692,True,ortholog_one2one
DCX,ENSSSCG00000012585,ENSG00000077279,True,ortholog_one2one
DDA1,ENSSSCG00000031251,ENSG00000130311,True,ortholog_one2one
DDB1,ENSSSCG00000013094,ENSG00000167986,True,ortholog_one2one
DDB2,ENSSSCG00000013243,ENSG00000134574,True,ortholog_one2one
DDHD2,ENSSSCG00000015818,ENSG00000085788,True,ortholog_one2one
DDO,ENSSSCG00000004401,ENSG00000203797,True,ortholog_one2one
DDX1,ENSSSCG00000008619,ENSG00000079785,True,ortholog_one2one
DDX11,ENSSSCG00000000745,ENSG00000013573,True,ortholog_one2one
DDX19B,ENSSSCG00000002722,ENSG00000157349,True,ortholog_one2one
DDX20,ENSSSCG00000006783,ENSG00000064703,True,ortholog_one2one
DDX24,ENSSSCG00000002470,ENSG00000089737,True,ortholog_one2one
DDX42,ENSSSCG00000017289,ENSG00000198231,True,ortholog_one2one
DDX46,ENSSSCG00000026644,ENSG00000145833,True,ortholog_one2one
DDX47,ENSSSCG00000033149,ENSG00000213782,True,ortholog_one2one
DDX49,ENSSSCG00000025329,ENSG00000105671,True,ortholog_one2one
DDX50,ENSSSCG00000010246,ENSG00000107625,True,ortholog_one2one
DEAF1,ENSSSCG00000012850,ENSG00000177030,True,ortholog_one2one
DECR1,ENSSSCG00000006126,ENSG00000104325,True,ortholog_one2one
DECR2,ENSSSCG00000007987,ENSG00000242612,True,ortholog_one2one
DEDD,ENSSSCG00000006365,ENSG00000158796,True,ortholog_one2one
DEDD2,ENSSSCG00000030182,ENSG00000160570,True,ortholog_one2one
DEF6,ENSSSCG00000001538,ENSG00000023892,True,ortholog_one2one
DEFB116,ENSSSCG00000007215,ENSG00000215545,True,ortholog_one2one
DEFB127,ENSSSCG00000035759,ENSG00000088782,True,ortholog_one2one
DEFB129,ENSSSCG00000007218,ENSG00000125903,True,ortholog_one2one
DELE1,ENSSSCG00000014396,ENSG00000081791,True,ortholog_one2one
DENND1A,ENSSSCG00000005585,ENSG00000119522,True,ortholog_one2one
DENND1B,ENSSSCG00000010900,ENSG00000213047,True,ortholog_one2one
DENND1C,ENSSSCG00000013546,ENSG00000205744,True,ortholog_one2one
DENND5A,ENSSSCG00000014578,ENSG00000184014,True,ortholog_one2one
DENND5B,ENSSSCG00000022636,ENSG00000170456,True,ortholog_one2one
DEPDC5,ENSSSCG00000010034,ENSG00000100150,True,ortholog_one2one
DEPP1,ENSSSCG00000022256,ENSG00000165507,True,ortholog_one2one
DEPTOR,ENSSSCG00000049630,ENSG00000155792,True,ortholog_one2one
DERL2,ENSSSCG00000031530,ENSG00000072849,True,ortholog_one2one
DERL3,ENSSSCG00000039626,ENSG00000099958,True,ortholog_one2one
DES,ENSSSCG00000020785,ENSG00000175084,True,ortholog_one2one
DESI2,ENSSSCG00000010876,ENSG00000121644,True,ortholog_one2one
DEUP1,ENSSSCG00000014943,ENSG00000165325,True,ortholog_one2one
DFFA,ENSSSCG00000003404,ENSG00000160049,True,ortholog_one2one
DFFB,ENSSSCG00000021436,ENSG00000169598,True,ortholog_one2one
DGAT2L6,ENSSSCG00000012381,ENSG00000184210,True,ortholog_one2one
DGCR8,ENSSSCG00000010135,ENSG00000128191,True,ortholog_one2one
DGKA,ENSSSCG00000000370,ENSG00000065357,True,ortholog_one2one
DGKD,ENSSSCG00000009432,ENSG00000077044,True,ortholog_one2one
DGKE,ENSSSCG00000017615,ENSG00000153933,True,ortholog_one2one
DGKG,ENSSSCG00000022550,ENSG00000058866,True,ortholog_one2one
DGKQ,ENSSSCG00000027286,ENSG00000145214,True,ortholog_one2one
DHDDS,ENSSSCG00000033516,ENSG00000117682,True,ortholog_one2one
DHDH,ENSSSCG00000003144,ENSG00000104808,True,ortholog_one2one
DHH,ENSSSCG00000000188,ENSG00000139549,True,ortholog_one2one
DHPS,ENSSSCG00000013723,ENSG00000095059,True,ortholog_one2one
DHRS1,ENSSSCG00000001991,ENSG00000157379,True,ortholog_one2one
DHRS13,ENSSSCG00000017778,ENSG00000167536,True,ortholog_one2one
DHRS3,ENSSSCG00000003439,ENSG00000162496,True,ortholog_one2one
DHX30,ENSSSCG00000011342,ENSG00000132153,True,ortholog_one2one
DHX34,ENSSSCG00000003114,ENSG00000134815,True,ortholog_one2one
DHX35,ENSSSCG00000007352,ENSG00000101452,True,ortholog_one2one
DHX36,ENSSSCG00000024916,ENSG00000174953,True,ortholog_one2one
DHX38,ENSSSCG00000002748,ENSG00000140829,True,ortholog_one2one
DIAPH3,ENSSSCG00000009448,ENSG00000139734,True,ortholog_one2one
DIO1,ENSSSCG00000028896,ENSG00000211452,True,ortholog_one2one
DIO2,ENSSSCG00000040638,ENSG00000211448,True,ortholog_one2one
DIO3,ENSSSCG00000036990,ENSG00000197406,True,ortholog_one2one
DIP2A,ENSSSCG00000035657,ENSG00000160305,True,ortholog_one2one
DIP2B,ENSSSCG00000029196,ENSG00000066084,True,ortholog_one2one
DIPK2A,ENSSSCG00000036206,ENSG00000181744,True,ortholog_one2one
DIPK2B,ENSSSCG00000026984,ENSG00000147113,True,ortholog_one2one
DIS3L,ENSSSCG00000004941,ENSG00000166938,True,ortholog_one2one
DIS3L2,ENSSSCG00000022177,ENSG00000144535,True,ortholog_one2one
DISC1,ENSSSCG00000010170,ENSG00000162946,True,ortholog_one2one
DISP1,ENSSSCG00000035479,ENSG00000154309,True,ortholog_one2one
DLD,ENSSSCG00000015443,ENSG00000091140,True,ortholog_one2one
DLEU7,ENSSSCG00000009387,ENSG00000186047,True,ortholog_one2one
DLG1,ENSSSCG00000011833,ENSG00000075711,True,ortholog_one2one
DLG2,ENSSSCG00000014904,ENSG00000150672,True,ortholog_one2one
DLG3,ENSSSCG00000012375,ENSG00000082458,True,ortholog_one2one
DLG4,ENSSSCG00000024285,ENSG00000132535,True,ortholog_one2one
DLG5,ENSSSCG00000026268,ENSG00000151208,True,ortholog_one2one
DLX3,ENSSSCG00000017589,ENSG00000064195,True,ortholog_one2one
DLX4,ENSSSCG00000034653,ENSG00000108813,True,ortholog_one2one
DLX5,ENSSSCG00000038838,ENSG00000105880,True,ortholog_one2one
DLX6,ENSSSCG00000033314,ENSG00000006377,True,ortholog_one2one
DMAC1,ENSSSCG00000005196,ENSG00000137038,True,ortholog_one2one
DMAC2,ENSSSCG00000032711,ENSG00000105341,True,ortholog_one2one
DMAC2L,ENSSSCG00000031354,ENSG00000125375,True,ortholog_one2one
DMAP1,ENSSSCG00000034096,ENSG00000178028,True,ortholog_one2one
DMRT1,ENSSSCG00000005236,ENSG00000137090,True,ortholog_one2one
DMRTB1,ENSSSCG00000003847,ENSG00000143006,True,ortholog_one2one
DMTN,ENSSSCG00000009613,ENSG00000158856,True,ortholog_one2one
DMXL1,ENSSSCG00000027857,ENSG00000172869,True,ortholog_one2one
DMXL2,ENSSSCG00000032517,ENSG00000104093,True,ortholog_one2one
DNA2,ENSSSCG00000010240,ENSG00000138346,True,ortholog_one2one
DNAAF1,ENSSSCG00000002675,ENSG00000154099,True,ortholog_one2one
DNAAF8,ENSSSCG00000007935,ENSG00000166246,True,ortholog_one2one
DNAH17,ENSSSCG00000036056,ENSG00000187775,True,ortholog_one2one
DNAH5,ENSSSCG00000032827,ENSG00000039139,True,ortholog_one2one
DNAH6,ENSSSCG00000045529,ENSG00000115423,True,ortholog_one2one
DNAH7,ENSSSCG00000032814,ENSG00000118997,True,ortholog_one2one
DNAI1,ENSSSCG00000039342,ENSG00000122735,True,ortholog_one2one
DNAI2,ENSSSCG00000024357,ENSG00000171595,True,ortholog_one2one
DNAI3,ENSSSCG00000006950,ENSG00000162643,True,ortholog_one2one
DNAJB5,ENSSSCG00000005297,ENSG00000137094,True,ortholog_one2one
DNAJC10,ENSSSCG00000016017,ENSG00000077232,True,ortholog_one2one
DNAJC11,ENSSSCG00000003384,ENSG00000007923,True,ortholog_one2one
DNAJC12,ENSSSCG00000035600,ENSG00000108176,True,ortholog_one2one
DNAJC13,ENSSSCG00000011628,ENSG00000138246,True,ortholog_one2one
DNAJC14,ENSSSCG00000000366,ENSG00000135392,True,ortholog_one2one
DNAJC16,ENSSSCG00000003464,ENSG00000116138,True,ortholog_one2one
DNAJC22,ENSSSCG00000000198,ENSG00000178401,True,ortholog_one2one
DNAJC3,ENSSSCG00000026082,ENSG00000102580,True,ortholog_one2one
DNAJC6,ENSSSCG00000003807,ENSG00000116675,True,ortholog_one2one
DNAJC8,ENSSSCG00000038907,ENSG00000126698,True,ortholog_one2one
DNAJC9,ENSSSCG00000023482,ENSG00000213551,True,ortholog_one2one
DNAL1,ENSSSCG00000039469,ENSG00000119661,True,ortholog_one2one
DNASE1L1,ENSSSCG00000037032,ENSG00000013563,True,ortholog_one2one
DNASE1L2,ENSSSCG00000024587,ENSG00000167968,True,ortholog_one2one
DNASE2,ENSSSCG00000013731,ENSG00000105612,True,ortholog_one2one
DNASE2B,ENSSSCG00000026532,ENSG00000137976,True,ortholog_one2one
DND1,ENSSSCG00000014374,ENSG00000256453,True,ortholog_one2one
DNLZ,ENSSSCG00000034732,ENSG00000213221,True,ortholog_one2one
DNM2,ENSSSCG00000013630,ENSG00000079805,True,ortholog_one2one
DNPEP,ENSSSCG00000016220,ENSG00000123992,True,ortholog_one2one
DNPH1,ENSSSCG00000026568,ENSG00000112667,True,ortholog_one2one
DNTTIP1,ENSSSCG00000007422,ENSG00000101457,True,ortholog_one2one
DOCK11,ENSSSCG00000012634,ENSG00000147251,True,ortholog_one2one
DOCK7,ENSSSCG00000003818,ENSG00000116641,True,ortholog_one2one
DOHH,ENSSSCG00000013478,ENSG00000129932,True,ortholog_one2one
DOK2,ENSSSCG00000009612,ENSG00000147443,True,ortholog_one2one
DOK4,ENSSSCG00000029165,ENSG00000125170,True,ortholog_one2one
DOK5,ENSSSCG00000007488,ENSG00000101134,True,ortholog_one2one
DOLK,ENSSSCG00000005666,ENSG00000175283,True,ortholog_one2one
DOLPP1,ENSSSCG00000031669,ENSG00000167130,True,ortholog_one2one
DPF1,ENSSSCG00000025160,ENSG00000011332,True,ortholog_one2one
DPF3,ENSSSCG00000002333,ENSG00000205683,True,ortholog_one2one
DPH6,ENSSSCG00000035254,ENSG00000134146,True,ortholog_one2one
DPH7,ENSSSCG00000031630,ENSG00000148399,True,ortholog_one2one
DPM1,ENSSSCG00000034952,ENSG00000000419,True,ortholog_one2one
DPM2,ENSSSCG00000032481,ENSG00000136908,True,ortholog_one2one
DPP10,ENSSSCG00000015711,ENSG00000175497,True,ortholog_one2one
DPP3,ENSSSCG00000030415,ENSG00000254986,True,ortholog_one2one
DPP4,ENSSSCG00000015894,ENSG00000197635,True,ortholog_one2one
DPP6,ENSSSCG00000016423,ENSG00000130226,True,ortholog_one2one
DPP7,ENSSSCG00000033991,ENSG00000176978,True,ortholog_one2one
DPP8,ENSSSCG00000004934,ENSG00000074603,True,ortholog_one2one
DPP9,ENSSSCG00000026063,ENSG00000142002,True,ortholog_one2one
DPPA2,ENSSSCG00000031524,ENSG00000163530,True,ortholog_one2one
DPPA4,ENSSSCG00000044778,ENSG00000121570,True,ortholog_one2one
DPPA5,ENSSSCG00000004283,ENSG00000203909,True,ortholog_one2one
DPRX,ENSSSCG00000046881,ENSG00000204595,True,ortholog_one2one
DPT,ENSSSCG00000035937,ENSG00000143196,True,ortholog_one2one
DPY19L1,ENSSSCG00000027063,ENSG00000173852,True,ortholog_one2one
DPY19L2,ENSSSCG00000016663,ENSG00000177990,True,ortholog_one2one
DPY19L3,ENSSSCG00000022521,ENSG00000178904,True,ortholog_one2one
DPY19L4,ENSSSCG00000006098,ENSG00000156162,True,ortholog_one2one
DPY30,ENSSSCG00000008516,ENSG00000162961,True,ortholog_one2one
DPYD,ENSSSCG00000006878,ENSG00000188641,True,ortholog_one2one
DPYSL2,ENSSSCG00000030130,ENSG00000092964,True,ortholog_one2one
DPYSL3,ENSSSCG00000036549,ENSG00000113657,True,ortholog_one2one
DPYSL5,ENSSSCG00000008560,ENSG00000157851,True,ortholog_one2one
DRD4,ENSSSCG00000012851,ENSG00000069696,True,ortholog_one2one
DRD5,ENSSSCG00000008730,ENSG00000169676,True,ortholog_one2one
DRG1,ENSSSCG00000010029,ENSG00000185721,True,ortholog_one2one
DRG2,ENSSSCG00000036328,ENSG00000108591,True,ortholog_one2one
DRGX,ENSSSCG00000037404,ENSG00000165606,True,ortholog_one2one
DROSHA,ENSSSCG00000016809,ENSG00000113360,True,ortholog_one2one
DRP2,ENSSSCG00000012492,ENSG00000102385,True,ortholog_one2one
DSC1,ENSSSCG00000003726,ENSG00000134765,True,ortholog_one2one
DSCAM,ENSSSCG00000012072,ENSG00000171587,True,ortholog_one2one
DSP,ENSSSCG00000001025,ENSG00000096696,True,ortholog_one2one
DTD1,ENSSSCG00000007098,ENSG00000125821,True,ortholog_one2one
DTNBP1,ENSSSCG00000001062,ENSG00000047579,True,ortholog_one2one
DTWD1,ENSSSCG00000004647,ENSG00000104047,True,ortholog_one2one
DTWD2,ENSSSCG00000014225,ENSG00000169570,True,ortholog_one2one
DTX1,ENSSSCG00000009873,ENSG00000135144,True,ortholog_one2one
DTX3,ENSSSCG00000000449,ENSG00000178498,True,ortholog_one2one
DTX4,ENSSSCG00000013145,ENSG00000110042,True,ortholog_one2one
DUSP11,ENSSSCG00000008298,ENSG00000144048,True,ortholog_one2one
DUSP12,ENSSSCG00000006347,ENSG00000081721,True,ortholog_one2one
DUSP13B,ENSSSCG00000035105,ENSG00000079393,True,ortholog_one2one
DUSP16,ENSSSCG00000032097,ENSG00000111266,True,ortholog_one2one
DUSP2,ENSSSCG00000035971,ENSG00000158050,True,ortholog_one2one
DUSP22,ENSSSCG00000031489,ENSG00000112679,True,ortholog_one2one
DUSP23,ENSSSCG00000033585,ENSG00000158716,True,ortholog_one2one
DUSP29,ENSSSCG00000010317,ENSG00000188716,True,ortholog_one2one
DUSP3,ENSSSCG00000020744,ENSG00000108861,True,ortholog_one2one
DUSP4,ENSSSCG00000015850,ENSG00000120875,True,ortholog_one2one
DUSP6,ENSSSCG00000037910,ENSG00000139318,True,ortholog_one2one
DYNAP,ENSSSCG00000042812,ENSG00000178690,True,ortholog_one2one
DYNC1H1,ENSSSCG00000040738,ENSG00000197102,True,ortholog_one2one
DYNC1I1,ENSSSCG00000015335,ENSG00000158560,True,ortholog_one2one
DYNC1I2,ENSSSCG00000015948,ENSG00000077380,True,ortholog_one2one
DYNC1LI2,ENSSSCG00000036210,ENSG00000135720,True,ortholog_one2one
DYNC2LI1,ENSSSCG00000038383,ENSG00000138036,True,ortholog_one2one
DYNLRB2,ENSSSCG00000031421,ENSG00000168589,True,ortholog_one2one
DYNLT1,ENSSSCG00000033107,ENSG00000146425,True,ortholog_one2one
DYNLT2,ENSSSCG00000004009,ENSG00000184786,True,ortholog_one2one
DYNLT3,ENSSSCG00000028908,ENSG00000165169,True,ortholog_one2one
DYNLT4,ENSSSCG00000037270,ENSG00000188396,True,ortholog_one2one
DYNLT5,ENSSSCG00000031352,ENSG00000152760,True,ortholog_one2one
DYRK1A,ENSSSCG00000030480,ENSG00000157540,True,ortholog_one2one
DYRK1B,ENSSSCG00000027197,ENSG00000105204,True,ortholog_one2one
DYRK2,ENSSSCG00000000958,ENSG00000127334,True,ortholog_one2one
DYRK4,ENSSSCG00000000721,ENSG00000010219,True,ortholog_one2one
DYSF,ENSSSCG00000008312,ENSG00000135636,True,ortholog_one2one
DZANK1,ENSSSCG00000007094,ENSG00000089091,True,ortholog_one2one
DZIP1,ENSSSCG00000009501,ENSG00000134874,True,ortholog_one2one
DZIP1L,ENSSSCG00000027467,ENSG00000158163,True,ortholog_one2one
E2F1,ENSSSCG00000007268,ENSG00000101412,True,ortholog_one2one
E2F4,ENSSSCG00000002787,ENSG00000205250,True,ortholog_one2one
E2F5,ENSSSCG00000006145,ENSG00000133740,True,ortholog_one2one
E2F6,ENSSSCG00000026161,ENSG00000169016,True,ortholog_one2one
E2F7,ENSSSCG00000000950,ENSG00000165891,True,ortholog_one2one
EBAG9,ENSSSCG00000006024,ENSG00000147654,True,ortholog_one2one
ECE1,ENSSSCG00000003513,ENSG00000117298,True,ortholog_one2one
ECH1,ENSSSCG00000028943,ENSG00000104823,True,ortholog_one2one
ECHDC1,ENSSSCG00000004216,ENSG00000093144,True,ortholog_one2one
ECHDC2,ENSSSCG00000003854,ENSG00000121310,True,ortholog_one2one
ECHDC3,ENSSSCG00000011119,ENSG00000134463,True,ortholog_one2one
EDA,ENSSSCG00000021647,ENSG00000158813,True,ortholog_one2one
EDAR,ENSSSCG00000008134,ENSG00000135960,True,ortholog_one2one
EDC3,ENSSSCG00000001903,ENSG00000179151,True,ortholog_one2one
EDC4,ENSSSCG00000002771,ENSG00000038358,True,ortholog_one2one
EDF1,ENSSSCG00000038203,ENSG00000107223,True,ortholog_one2one
EDN1,ENSSSCG00000035598,ENSG00000078401,True,ortholog_one2one
EDN2,ENSSSCG00000037856,ENSG00000127129,True,ortholog_one2one
EDN3,ENSSSCG00000007527,ENSG00000124205,True,ortholog_one2one
EED,ENSSSCG00000014915,ENSG00000074266,True,ortholog_one2one
EEF1D,ENSSSCG00000006954,ENSG00000104529,True,ortholog_one2one
