symbol,pig_gene_id,human_gene_id
CYYR1,ENSSSCG00000037935,ENSG00000166265
CZIB,ENSSSCG00000003850,ENSG00000162384
D2HGDH,ENSSSCG00000034101,ENSG00000180902
DAAM1,ENSSSCG00000005078,ENSG00000100592
DAAM2,ENSSSCG00000001595,ENSG00000146122
DAB1,ENSSSCG00000003833,ENSG00000173406
DAB2,ENSSSCG00000016857,ENSG00000153071
DAB2IP,ENSSSCG00000005524,ENSG00000136848
DACH2,ENSSSCG00000036515,ENSG00000126733
DACT1,ENSSSCG00000031856,ENSG00000165617
DACT2,ENSSSCG00000031703,ENSG00000164488
DACT3,ENSSSCG00000022280,ENSG00000197380
DAD1,ENSSSCG00000002050,ENSG00000129562
DAG1,ENSSSCG00000034357,ENSG00000173402
DAGLA,ENSSSCG00000013079,ENSG00000134780
DAGLB,ENSSSCG00000027288,ENSG00000164535
DALRD3,ENSSSCG00000011370,ENSG00000178149
DAO,ENSSSCG00000009942,ENSG00000110887
DAP,ENSSSCG00000032942,ENSG00000112977
DAP3,ENSSSCG00000006507,ENSG00000132676
DAPK1,ENSSSCG00000010949,ENSG00000196730
DAPK2,ENSSSCG00000021588,ENSG00000035664
DAPK3,ENSSSCG00000032170,ENSG00000167657
DAPL1,ENSSSCG00000015879,ENSG00000163331
DAPP1,ENSSSCG00000039327,ENSG00000070190
DARS1,ENSSSCG00000015689,ENSG00000115866
DARS2,ENSSSCG00000015492,ENSG00000117593
DAW1,ENSSSCG00000016255,ENSG00000123977
DAZAP1,ENSSSCG00000013427,ENSG00000071626
DAZAP2,ENSSSCG00000022674,ENSG00000183283
DAZL,ENSSSCG00000030671,ENSG00000092345
DBF4,ENSSSCG00000020870,ENSG00000006634
DBF4B,ENSSSCG00000037238,ENSG00000161692
DBH,ENSSSCG00000005742,ENSG00000123454
DBI,ENSSSCG00000032213,ENSG00000155368
DBN1,ENSSSCG00000040706,ENSG00000113758
DBNDD1,ENSSSCG00000002637,ENSG00000003249
DBNDD2,ENSSSCG00000033586,ENSG00000244274
DBNL,ENSSSCG00000016721,ENSG00000136279
DBP,ENSSSCG00000003148,ENSG00000105516
DBR1,ENSSSCG00000031098,ENSG00000138231
DBT,ENSSSCG00000006866,ENSG00000137992
DBX1,ENSSSCG00000013350,ENSG00000109851
DBX2,ENSSSCG00000035938,ENSG00000185610
DCAF1,ENSSSCG00000011417,ENSG00000145041
DCAF10,ENSSSCG00000005356,ENSG00000122741
DCAF11,ENSSSCG00000002008,ENSG00000100897
DCAF12,ENSSSCG00000024384,ENSG00000198876
DCAF12L2,ENSSSCG00000012645,ENSG00000198354
DCAF13,ENSSSCG00000006048,ENSG00000164934
DCAF15,ENSSSCG00000013763,ENSG00000132017
DCAF16,ENSSSCG00000040393,ENSG00000163257
DCAF17,ENSSSCG00000015947,ENSG00000115827
DCAF5,ENSSSCG00000039701,ENSG00000139990
DCAF6,ENSSSCG00000006303,ENSG00000143164
DCAF7,ENSSSCG00000017294,ENSG00000136485
DCAF8,ENSSSCG00000006388,ENSG00000132716
DCAKD,ENSSSCG00000017340,ENSG00000172992
DCBLD1,ENSSSCG00000004254,ENSG00000164465
DCBLD2,ENSSSCG00000011977,ENSG00000057019
DCC,ENSSSCG00000040836,ENSG00000187323
DCDC2,ENSSSCG00000001085,ENSG00000146038
DCDC2B,ENSSSCG00000022014,ENSG00000222046
DCDC2C,ENSSSCG00000008651,ENSG00000214866
DCHS1,ENSSSCG00000029189,ENSG00000166341
DCHS2,ENSSSCG00000026886,ENSG00000197410
DCLK1,ENSSSCG00000033919,ENSG00000133083
DCLK2,ENSSSCG00000009023,ENSG00000170390
DCLK3,ENSSSCG00000011241,ENSG00000163673
DCLRE1A,ENSSSCG00000010644,ENSG00000198924
DCLRE1B,ENSSSCG00000006761,ENSG00000118655
DCLRE1C,ENSSSCG00000011049,ENSG00000152457
DCN,ENSSSCG00000000915,ENSG00000011465
DCP1A,ENSSSCG00000022616,ENSG00000272886
DCP1B,ENSSSCG00000023976,ENSG00000151065
DCP2,ENSSSCG00000014204,ENSG00000172795
DCPS,ENSSSCG00000015231,ENSG00000110063
DCST1,ENSSSCG00000035071,ENSG00000163357
DCSTAMP,ENSSSCG00000006043,ENSG00000164935
DCT,ENSSSCG00000009490,ENSG00000080166
DCTD,ENSSSCG00000015775,ENSG00000129187
DCTN1,ENSSSCG00000008274,ENSG00000204843
DCTN2,ENSSSCG00000000444,ENSG00000175203
DCTN3,ENSSSCG00000010972,ENSG00000137100
DCTN4,ENSSSCG00000021427,ENSG00000132912
DCTN5,ENSSSCG00000040943,ENSG00000166847
DCTN6,ENSSSCG00000038895,ENSG00000104671
DCTPP1,ENSSSCG00000007795,ENSG00000179958
DCUN1D2,ENSSSCG00000026536,ENSG00000150401
DCUN1D3,ENSSSCG00000007854,ENSG00000188215
DCUN1D4,ENSSSCG00000008831,ENSG00000109184
DCUN1D5,ENSSSCG00000014989,ENSG00000137692
DCX,ENSSSCG00000012585,ENSG00000077279
DCXR,ENSSSCG00000039873,ENSG00000169738
DDA1,ENSSSCG00000031251,ENSG00000130311
DDAH1,ENSSSCG00000040735,ENSG00000153904
DDB1,ENSSSCG00000013094,ENSG00000167986
DDB2,ENSSSCG00000013243,ENSG00000134574
DDC,ENSSSCG00000022009,ENSG00000132437
DDHD1,ENSSSCG00000005043,ENSG00000100523
DDHD2,ENSSSCG00000015818,ENSG00000085788
DDI1,ENSSSCG00000014995,ENSG00000170967
DDIAS,ENSSSCG00000014898,ENSG00000165490
DDIT3,ENSSSCG00000050998,ENSG00000175197
DDIT4,ENSSSCG00000031888,ENSG00000168209
DDIT4L,ENSSSCG00000025240,ENSG00000145358
DDN,ENSSSCG00000000184,ENSG00000181418
DDO,ENSSSCG00000004401,ENSG00000203797
DDOST,ENSSSCG00000003505,ENSG00000244038
DDR2,ENSSSCG00000006338,ENSG00000162733
DDRGK1,ENSSSCG00000007160,ENSG00000198171
DDX1,ENSSSCG00000008619,ENSG00000079785
DDX11,ENSSSCG00000000745,ENSG00000013573
DDX17,ENSSSCG00000000104,ENSG00000100201
DDX18,ENSSSCG00000015712,ENSG00000088205
DDX19B,ENSSSCG00000002722,ENSG00000157349
DDX20,ENSSSCG00000006783,ENSG00000064703
DDX21,ENSSSCG00000010247,ENSG00000165732
DDX23,ENSSSCG00000000176,ENSG00000174243
DDX24,ENSSSCG00000002470,ENSG00000089737
DDX25,ENSSSCG00000015223,ENSG00000109832
DDX27,ENSSSCG00000022915,ENSG00000124228
DDX28,ENSSSCG00000026038,ENSG00000182810
DDX31,ENSSSCG00000005729,ENSG00000125485
DDX39A,ENSSSCG00000013776,ENSG00000123136
DDX3X,ENSSSCG00000012252,ENSG00000215301
DDX4,ENSSSCG00000016913,ENSG00000152670
DDX41,ENSSSCG00000032642,ENSG00000183258
DDX42,ENSSSCG00000017289,ENSG00000198231
DDX43,ENSSSCG00000004287,ENSG00000080007
DDX46,ENSSSCG00000026644,ENSG00000145833
DDX47,ENSSSCG00000033149,ENSG00000213782
DDX49,ENSSSCG00000025329,ENSG00000105671
DDX5,ENSSSCG00000032092,ENSG00000108654
DDX50,ENSSSCG00000010246,ENSG00000107625
DDX51,ENSSSCG00000028735,ENSG00000185163
DDX54,ENSSSCG00000009876,ENSG00000123064
DDX55,ENSSSCG00000009771,ENSG00000111364
DDX56,ENSSSCG00000016745,ENSG00000136271
DDX59,ENSSSCG00000024444,ENSG00000118197
DDX6,ENSSSCG00000015097,ENSG00000110367
DDX60,ENSSSCG00000009720,ENSG00000137628
DEAF1,ENSSSCG00000012850,ENSG00000177030
DECR1,ENSSSCG00000006126,ENSG00000104325
DECR2,ENSSSCG00000007987,ENSG00000242612
DEDD,ENSSSCG00000006365,ENSG00000158796
DEDD2,ENSSSCG00000030182,ENSG00000160570
DEF6,ENSSSCG00000001538,ENSG00000023892
DEF8,ENSSSCG00000002640,ENSG00000140995
DEFB1,ENSSSCG00000029990,ENSG00000164825
DEFB110,ENSSSCG00000001743,ENSG00000203970
DEFB112,ENSSSCG00000036460,ENSG00000180872
DEFB113,ENSSSCG00000034490,ENSG00000214642
DEFB114,ENSSSCG00000001741,ENSG00000177684
DEFB115,ENSSSCG00000007216,ENSG00000215547
DEFB116,ENSSSCG00000007215,ENSG00000215545
DEFB125,ENSSSCG00000007217,ENSG00000178591
DEFB127,ENSSSCG00000035759,ENSG00000088782
DEFB129,ENSSSCG00000007218,ENSG00000125903
DEFB133,ENSSSCG00000031069,ENSG00000214643
DEGS1,ENSSSCG00000024484,ENSG00000143753
DEGS2,ENSSSCG00000002512,ENSG00000168350
DELE1,ENSSSCG00000014396,ENSG00000081791
DENND10,ENSSSCG00000010680,ENSG00000119979
DENND1A,ENSSSCG00000005585,ENSG00000119522
DENND1B,ENSSSCG00000010900,ENSG00000213047
DENND1C,ENSSSCG00000013546,ENSG00000205744
DENND2A,ENSSSCG00000016497,ENSG00000146966
DENND2B,ENSSSCG00000014568,ENSG00000166444
DENND2C,ENSSSCG00000006755,ENSG00000175984
DENND2D,ENSSSCG00000025704,ENSG00000162777
DENND3,ENSSSCG00000030831,ENSG00000105339
DENND4A,ENSSSCG00000004938,ENSG00000174485
DENND4B,ENSSSCG00000006568,ENSG00000198837
DENND4C,ENSSSCG00000005170,ENSG00000137145
DENND5A,ENSSSCG00000014578,ENSG00000184014
DENND5B,ENSSSCG00000022636,ENSG00000170456
DENND6A,ENSSSCG00000011467,ENSG00000174839
DENND6B,ENSSSCG00000034272,ENSG00000205593
DENR,ENSSSCG00000009788,ENSG00000139726
DEPDC1,ENSSSCG00000033443,ENSG00000024526
DEPDC5,ENSSSCG00000010034,ENSG00000100150
DEPDC7,ENSSSCG00000042341,ENSG00000121690
DEPP1,ENSSSCG00000022256,ENSG00000165507
DEPTOR,ENSSSCG00000049630,ENSG00000155792
DERA,ENSSSCG00000000599,ENSG00000023697
DERL2,ENSSSCG00000031530,ENSG00000072849
DERL3,ENSSSCG00000039626,ENSG00000099958
DES,ENSSSCG00000020785,ENSG00000175084
DESI1,ENSSSCG00000034265,ENSG00000100418
DESI2,ENSSSCG00000010876,ENSG00000121644
DET1,ENSSSCG00000005103,ENSG00000140543
DEUP1,ENSSSCG00000014943,ENSG00000165325
DFFA,ENSSSCG00000003404,ENSG00000160049
DFFB,ENSSSCG00000021436,ENSG00000169598
DGAT1,ENSSSCG00000005918,ENSG00000185000
DGAT2,ENSSSCG00000034102,ENSG00000062282
DGAT2L6,ENSSSCG00000012381,ENSG00000184210
DGCR2,ENSSSCG00000036280,ENSG00000070413
DGCR6L,ENSSSCG00000032073,ENSG00000128185
DGCR8,ENSSSCG00000010135,ENSG00000128191
DGKA,ENSSSCG00000000370,ENSG00000065357
DGKB,ENSSSCG00000015355,ENSG00000136267
DGKD,ENSSSCG00000009432,ENSG00000077044
DGKE,ENSSSCG00000017615,ENSG00000153933
DGKG,ENSSSCG00000022550,ENSG00000058866
DGKH,ENSSSCG00000009431,ENSG00000102780
DGKI,ENSSSCG00000016521,ENSG00000157680
DGKQ,ENSSSCG00000027286,ENSG00000145214
DGKZ,ENSSSCG00000013259,ENSG00000149091
DGUOK,ENSSSCG00000008293,ENSG00000114956
DHCR24,ENSSSCG00000027525,ENSG00000116133
DHCR7,ENSSSCG00000021181,ENSG00000172893
DHDDS,ENSSSCG00000033516,ENSG00000117682
DHDH,ENSSSCG00000003144,ENSG00000104808
DHFR,ENSSSCG00000031117,ENSG00000228716
DHH,ENSSSCG00000000188,ENSG00000139549
DHODH,ENSSSCG00000002746,ENSG00000102967
DHPS,ENSSSCG00000013723,ENSG00000095059
DHRS1,ENSSSCG00000001991,ENSG00000157379
DHRS13,ENSSSCG00000017778,ENSG00000167536
DHRS3,ENSSSCG00000003439,ENSG00000162496
DHRS4,ENSSSCG00000002013,ENSG00000157326
DHRS7,ENSSSCG00000005083,ENSG00000100612
DHRS7B,ENSSSCG00000031802,ENSG00000109016
DHRS7C,ENSSSCG00000017996,ENSG00000184544
DHRS9,ENSSSCG00000015930,ENSG00000073737
DHRSX,ENSSSCG00000039144,ENSG00000169084
DHTKD1,ENSSSCG00000039539,ENSG00000181192
DHX15,ENSSSCG00000008756,ENSG00000109606
DHX29,ENSSSCG00000016907,ENSG00000067248
DHX30,ENSSSCG00000011342,ENSG00000132153
DHX32,ENSSSCG00000010744,ENSG00000089876
DHX33,ENSSSCG00000039064,ENSG00000005100
DHX34,ENSSSCG00000003114,ENSG00000134815
DHX35,ENSSSCG00000007352,ENSG00000101452
DHX36,ENSSSCG00000024916,ENSG00000174953
DHX37,ENSSSCG00000009758,ENSG00000150990
DHX38,ENSSSCG00000002748,ENSG00000140829
DHX40,ENSSSCG00000017665,ENSG00000108406
DHX57,ENSSSCG00000008479,ENSG00000163214
DHX58,ENSSSCG00000017416,ENSG00000108771
DHX8,ENSSSCG00000017378,ENSG00000067596
DHX9,ENSSSCG00000026806,ENSG00000135829
DIABLO,ENSSSCG00000009799,ENSG00000184047
DIAPH1,ENSSSCG00000014387,ENSG00000131504
DIAPH2,ENSSSCG00000012474,ENSG00000147202
DIAPH3,ENSSSCG00000009448,ENSG00000139734
DICER1,ENSSSCG00000028225,ENSG00000100697
DIDO1,ENSSSCG00000033946,ENSG00000101191
DIMT1,ENSSSCG00000031990,ENSG00000086189
DIO1,ENSSSCG00000028896,ENSG00000211452
DIO2,ENSSSCG00000040638,ENSG00000211448
DIO3,ENSSSCG00000036990,ENSG00000197406
DIP2A,ENSSSCG00000035657,ENSG00000160305
DIP2B,ENSSSCG00000029196,ENSG00000066084
DIP2C,ENSSSCG00000011163,ENSG00000151240
DIPK1A,ENSSSCG00000006900,ENSG00000154511
DIPK1B,ENSSSCG00000005837,ENSG00000165716
DIPK1C,ENSSSCG00000039486,ENSG00000187773
DIPK2A,ENSSSCG00000036206,ENSG00000181744
DIPK2B,ENSSSCG00000026984,ENSG00000147113
DIRAS1,ENSSSCG00000038013,ENSG00000176490
DIRAS2,ENSSSCG00000031694,ENSG00000165023
DIRAS3,ENSSSCG00000003797,ENSG00000162595
DIS3,ENSSSCG00000009460,ENSG00000083520
DIS3L,ENSSSCG00000004941,ENSG00000166938
DIS3L2,ENSSSCG00000022177,ENSG00000144535
DISC1,ENSSSCG00000010170,ENSG00000162946
DISP1,ENSSSCG00000035479,ENSG00000154309
DISP2,ENSSSCG00000004776,ENSG00000140323
DISP3,ENSSSCG00000003417,ENSG00000204624
DKC1,ENSSSCG00000012823,ENSG00000130826
DKK1,ENSSSCG00000010428,ENSG00000107984
DKK2,ENSSSCG00000032094,ENSG00000155011
DKK3,ENSSSCG00000013401,ENSG00000050165
DKK4,ENSSSCG00000007029,ENSG00000104371
DKKL1,ENSSSCG00000038579,ENSG00000104901
DLAT,ENSSSCG00000015030,ENSG00000150768
DLC1,ENSSSCG00000006970,ENSG00000164741
DLD,ENSSSCG00000015443,ENSG00000091140
DLEC1,ENSSSCG00000011249,ENSG00000008226
DLEU7,ENSSSCG00000009387,ENSG00000186047
DLG1,ENSSSCG00000011833,ENSG00000075711
DLG2,ENSSSCG00000014904,ENSG00000150672
DLG3,ENSSSCG00000012375,ENSG00000082458
DLG4,ENSSSCG00000024285,ENSG00000132535
DLG5,ENSSSCG00000026268,ENSG00000151208
DLGAP1,ENSSSCG00000003690,ENSG00000170579
DLGAP2,ENSSSCG00000015746,ENSG00000198010
DLGAP3,ENSSSCG00000040173,ENSG00000116544
DLGAP4,ENSSSCG00000007317,ENSG00000080845
DLGAP5,ENSSSCG00000005056,ENSG00000126787
DLK1,ENSSSCG00000035805,ENSG00000185559
DLK2,ENSSSCG00000001682,ENSG00000171462
DLL1,ENSSSCG00000027726,ENSG00000198719
DLL3,ENSSSCG00000002987,ENSG00000090932
DLL4,ENSSSCG00000004755,ENSG00000128917
DLST,ENSSSCG00000002374,ENSG00000119689
DLX1,ENSSSCG00000015953,ENSG00000144355
DLX2,ENSSSCG00000015954,ENSG00000115844
DLX3,ENSSSCG00000017589,ENSG00000064195
DLX4,ENSSSCG00000034653,ENSG00000108813
DLX5,ENSSSCG00000038838,ENSG00000105880
DLX6,ENSSSCG00000033314,ENSG00000006377
DMAC1,ENSSSCG00000005196,ENSG00000137038
DMAC2,ENSSSCG00000032711,ENSG00000105341
DMAC2L,ENSSSCG00000031354,ENSG00000125375
DMAP1,ENSSSCG00000034096,ENSG00000178028
DMBX1,ENSSSCG00000003900,ENSG00000197587
DMC1,ENSSSCG00000000103,ENSG00000100206
DMD,ENSSSCG00000028148,ENSG00000198947
DMGDH,ENSSSCG00000014110,ENSG00000132837
DMKN,ENSSSCG00000041481,ENSG00000161249
DMP1,ENSSSCG00000009220,ENSG00000152592
DMPK,ENSSSCG00000038969,ENSG00000104936
DMRT1,ENSSSCG00000005236,ENSG00000137090
DMRT2,ENSSSCG00000005233,ENSG00000173253
DMRT3,ENSSSCG00000040481,ENSG00000064218
DMRTA1,ENSSSCG00000005131,ENSG00000176399
DMRTA2,ENSSSCG00000030552,ENSG00000142700
DMRTB1,ENSSSCG00000003847,ENSG00000143006
DMRTC2,ENSSSCG00000003043,ENSG00000142025
DMTF1,ENSSSCG00000015393,ENSG00000135164
DMTN,ENSSSCG00000009613,ENSG00000158856
DMWD,ENSSSCG00000038738,ENSG00000185800
DMXL1,ENSSSCG00000027857,ENSG00000172869
DMXL2,ENSSSCG00000032517,ENSG00000104093
DNA2,ENSSSCG00000010240,ENSG00000138346
DNAAF1,ENSSSCG00000002675,ENSG00000154099
DNAAF10,ENSSSCG00000008353,ENSG00000243667
DNAAF11,ENSSSCG00000005952,ENSG00000129295
DNAAF4,ENSSSCG00000004608,ENSG00000256061
DNAAF5,ENSSSCG00000007543,ENSG00000164818
DNAAF6,ENSSSCG00000012558,ENSG00000080572
DNAAF8,ENSSSCG00000007935,ENSG00000166246
DNAAF9,ENSSSCG00000007155,ENSG00000088854
DNAH1,ENSSSCG00000028184,ENSG00000114841
DNAH10,ENSSSCG00000009765,ENSG00000197653
DNAH11,ENSSSCG00000015379,ENSG00000105877
DNAH12,ENSSSCG00000020990,ENSG00000174844
DNAH14,ENSSSCG00000031483,ENSG00000185842
DNAH17,ENSSSCG00000036056,ENSG00000187775
DNAH2,ENSSSCG00000017963,ENSG00000183914
DNAH3,ENSSSCG00000046747,ENSG00000158486
DNAH5,ENSSSCG00000032827,ENSG00000039139
DNAH6,ENSSSCG00000045529,ENSG00000115423
DNAH7,ENSSSCG00000032814,ENSG00000118997
DNAH9,ENSSSCG00000018015,ENSG00000007174
DNAI1,ENSSSCG00000039342,ENSG00000122735
DNAI2,ENSSSCG00000024357,ENSG00000171595
DNAI3,ENSSSCG00000006950,ENSG00000162643
DNAI4,ENSSSCG00000022305,ENSG00000152763
DNAI7,ENSSSCG00000040550,ENSG00000118307
DNAJA1,ENSSSCG00000011000,ENSG00000086061
DNAJA2,ENSSSCG00000002846,ENSG00000069345
DNAJA3,ENSSSCG00000022874,ENSG00000103423
DNAJA4,ENSSSCG00000037646,ENSG00000140403
DNAJB1,ENSSSCG00000013784,ENSG00000132002
DNAJB11,ENSSSCG00000011798,ENSG00000090520
DNAJB12,ENSSSCG00000010288,ENSG00000148719
DNAJB13,ENSSSCG00000014832,ENSG00000187726
DNAJB14,ENSSSCG00000009177,ENSG00000164031
DNAJB2,ENSSSCG00000016217,ENSG00000135924
DNAJB4,ENSSSCG00000003766,ENSG00000162616
DNAJB5,ENSSSCG00000005297,ENSG00000137094
DNAJB6,ENSSSCG00000033272,ENSG00000105993
DNAJB9,ENSSSCG00000016653,ENSG00000128590
DNAJC1,ENSSSCG00000026001,ENSG00000136770
DNAJC10,ENSSSCG00000016017,ENSG00000077232
DNAJC11,ENSSSCG00000003384,ENSG00000007923
DNAJC12,ENSSSCG00000035600,ENSG00000108176
DNAJC13,ENSSSCG00000011628,ENSG00000138246
DNAJC14,ENSSSCG00000000366,ENSG00000135392
DNAJC15,ENSSSCG00000038251,ENSG00000120675
DNAJC16,ENSSSCG00000003464,ENSG00000116138
DNAJC17,ENSSSCG00000004762,ENSG00000104129
DNAJC18,ENSSSCG00000014356,ENSG00000170464
DNAJC19,ENSSSCG00000011770,ENSG00000205981
DNAJC2,ENSSSCG00000015423,ENSG00000105821
DNAJC21,ENSSSCG00000016828,ENSG00000168724
DNAJC22,ENSSSCG00000000198,ENSG00000178401
DNAJC24,ENSSSCG00000026083,ENSG00000170946
DNAJC25,ENSSSCG00000005460,ENSG00000059769
DNAJC27,ENSSSCG00000008577,ENSG00000115137
DNAJC3,ENSSSCG00000026082,ENSG00000102580
DNAJC4,ENSSSCG00000013038,ENSG00000110011
DNAJC5,ENSSSCG00000031602,ENSG00000101152
DNAJC5B,ENSSSCG00000006217,ENSG00000147570
DNAJC5G,ENSSSCG00000043825,ENSG00000163793
DNAJC6,ENSSSCG00000003807,ENSG00000116675
DNAJC7,ENSSSCG00000017419,ENSG00000168259
DNAJC8,ENSSSCG00000038907,ENSG00000126698
DNAJC9,ENSSSCG00000023482,ENSG00000213551
DNAL1,ENSSSCG00000039469,ENSG00000119661
DNAL4,ENSSSCG00000000093,ENSG00000100246
DNASE1,ENSSSCG00000036527,ENSG00000213918
DNASE1L1,ENSSSCG00000037032,ENSG00000013563
DNASE1L2,ENSSSCG00000024587,ENSG00000167968
DNASE1L3,ENSSSCG00000032019,ENSG00000163687
DNASE2,ENSSSCG00000013731,ENSG00000105612
DNASE2B,ENSSSCG00000026532,ENSG00000137976
DND1,ENSSSCG00000014374,ENSG00000256453
DNER,ENSSSCG00000016258,ENSG00000187957
DNLZ,ENSSSCG00000034732,ENSG00000213221
DNM1,ENSSSCG00000005641,ENSG00000106976
DNM2,ENSSSCG00000013630,ENSG00000079805
DNM3,ENSSSCG00000038958,ENSG00000197959
DNMT1,ENSSSCG00000013659,ENSG00000130816
DNMT3A,ENSSSCG00000029413,ENSG00000119772
DNMT3B,ENSSSCG00000007252,ENSG00000088305
DNMT3L,ENSSSCG00000028741,ENSG00000142182
DNPEP,ENSSSCG00000016220,ENSG00000123992
DNPH1,ENSSSCG00000026568,ENSG00000112667
DNTT,ENSSSCG00000010505,ENSG00000107447
DNTTIP1,ENSSSCG00000007422,ENSG00000101457
DNTTIP2,ENSSSCG00000006892,ENSG00000067334
DOC2A,ENSSSCG00000034635,ENSG00000149927
DOCK1,ENSSSCG00000035045,ENSG00000150760
DOCK10,ENSSSCG00000016237,ENSG00000135905
DOCK11,ENSSSCG00000012634,ENSG00000147251
DOCK2,ENSSSCG00000017008,ENSG00000134516
DOCK3,ENSSSCG00000011416,ENSG00000088538
DOCK4,ENSSSCG00000025602,ENSG00000128512
DOCK5,ENSSSCG00000009650,ENSG00000147459
DOCK6,ENSSSCG00000038604,ENSG00000130158
DOCK7,ENSSSCG00000003818,ENSG00000116641
DOCK8,ENSSSCG00000005240,ENSG00000107099
DOCK9,ENSSSCG00000022112,ENSG00000088387
DOHH,ENSSSCG00000013478,ENSG00000129932
DOK1,ENSSSCG00000008265,ENSG00000115325
DOK2,ENSSSCG00000009612,ENSG00000147443
DOK4,ENSSSCG00000029165,ENSG00000125170
DOK5,ENSSSCG00000007488,ENSG00000101134
DOK6,ENSSSCG00000028977,ENSG00000206052
DOLK,ENSSSCG00000005666,ENSG00000175283
DOLPP1,ENSSSCG00000031669,ENSG00000167130
DONSON,ENSSSCG00000027089,ENSG00000159147
DOP1A,ENSSSCG00000004457,ENSG00000083097
DOP1B,ENSSSCG00000012054,ENSG00000142197
DOT1L,ENSSSCG00000013457,ENSG00000104885
DPAGT1,ENSSSCG00000015110,ENSG00000172269
DPCD,ENSSSCG00000010565,ENSG00000166171
DPEP1,ENSSSCG00000021971,ENSG00000015413
DPEP2,ENSSSCG00000021105,ENSG00000167261
DPEP3,ENSSSCG00000023514,ENSG00000141096
DPF1,ENSSSCG00000025160,ENSG00000011332
DPF2,ENSSSCG00000012995,ENSG00000133884
DPF3,ENSSSCG00000002333,ENSG00000205683
DPH1,ENSSSCG00000028078,ENSG00000108963
DPH2,ENSSSCG00000036620,ENSG00000132768
DPH6,ENSSSCG00000035254,ENSG00000134146
DPH7,ENSSSCG00000031630,ENSG00000148399
DPM1,ENSSSCG00000034952,ENSG00000000419
DPM2,ENSSSCG00000032481,ENSG00000136908
DPP10,ENSSSCG00000015711,ENSG00000175497
DPP3,ENSSSCG00000030415,ENSG00000254986
DPP4,ENSSSCG00000015894,ENSG00000197635
DPP6,ENSSSCG00000016423,ENSG00000130226
DPP7,ENSSSCG00000033991,ENSG00000176978
DPP8,ENSSSCG00000004934,ENSG00000074603
DPP9,ENSSSCG00000026063,ENSG00000142002
DPPA2,ENSSSCG00000031524,ENSG00000163530
DPPA4,ENSSSCG00000044778,ENSG00000121570
DPPA5,ENSSSCG00000004283,ENSG00000203909
DPRX,ENSSSCG00000046881,ENSG00000204595
DPT,ENSSSCG00000035937,ENSG00000143196
DPY19L1,ENSSSCG00000027063,ENSG00000173852
DPY19L2,ENSSSCG00000016663,ENSG00000177990
DPY19L3,ENSSSCG00000022521,ENSG00000178904
DPY19L4,ENSSSCG00000006098,ENSG00000156162
DPY30,ENSSSCG00000008516,ENSG00000162961
DPYD,ENSSSCG00000006878,ENSG00000188641
DPYS,ENSSSCG00000006040,ENSG00000147647
DPYSL2,ENSSSCG00000030130,ENSG00000092964
DPYSL3,ENSSSCG00000036549,ENSG00000113657
DPYSL4,ENSSSCG00000010762,ENSG00000151640
DPYSL5,ENSSSCG00000008560,ENSG00000157851
DQX1,ENSSSCG00000022614,ENSG00000144045
DR1,ENSSSCG00000028310,ENSG00000117505
DRAM1,ENSSSCG00000023972,ENSG00000136048
DRAM2,ENSSSCG00000026922,ENSG00000156171
DRAP1,ENSSSCG00000012965,ENSG00000175550
DRAXIN,ENSSSCG00000003423,ENSG00000162490
DRC1,ENSSSCG00000008568,ENSG00000157856
DRC3,ENSSSCG00000037557,ENSG00000171962
DRC7,ENSSSCG00000002817,ENSG00000159625
DRD1,ENSSSCG00000029037,ENSG00000184845
DRD2,ENSSSCG00000015048,ENSG00000149295
DRD3,ENSSSCG00000011911,ENSG00000151577
DRD4,ENSSSCG00000012851,ENSG00000069696
DRD5,ENSSSCG00000008730,ENSG00000169676
DRG1,ENSSSCG00000010029,ENSG00000185721
DRG2,ENSSSCG00000036328,ENSG00000108591
DRGX,ENSSSCG00000037404,ENSG00000165606
DROSHA,ENSSSCG00000016809,ENSG00000113360
DRP2,ENSSSCG00000012492,ENSG00000102385
DSC1,ENSSSCG00000003726,ENSG00000134765
DSC2,ENSSSCG00000024800,ENSG00000134755
DSCAM,ENSSSCG00000012072,ENSG00000171587
DSCAML1,ENSSSCG00000015082,ENSG00000177103
DSCC1,ENSSSCG00000047247,ENSG00000136982
DSE,ENSSSCG00000004441,ENSG00000111817
DSG1,ENSSSCG00000020694,ENSG00000134760
DSG2,ENSSSCG00000022739,ENSG00000046604
DSG3,ENSSSCG00000027160,ENSG00000134757
DSG4,ENSSSCG00000020740,ENSG00000175065
DSN1,ENSSSCG00000007323,ENSG00000149636
DSP,ENSSSCG00000001025,ENSG00000096696
DST,ENSSSCG00000001499,ENSG00000151914
DSTN,ENSSSCG00000007085,ENSG00000125868
DSTYK,ENSSSCG00000015286,ENSG00000133059
DTD1,ENSSSCG00000007098,ENSG00000125821
DTD2,ENSSSCG00000026663,ENSG00000129480
DTHD1,ENSSSCG00000028471,ENSG00000197057
DTL,ENSSSCG00000015600,ENSG00000143476
DTNA,ENSSSCG00000028047,ENSG00000134769
DTNB,ENSSSCG00000008576,ENSG00000138101
DTNBP1,ENSSSCG00000001062,ENSG00000047579
DTWD1,ENSSSCG00000004647,ENSG00000104047
DTWD2,ENSSSCG00000014225,ENSG00000169570
DTX1,ENSSSCG00000009873,ENSG00000135144
